recordNumber,aircraftModel,Matched_Master_Model,confirmedSpeedKph,recordDate,MFR,TYPE-ACFT,FirstClassCount,EconomyCount,PilotCount
9615,Aerostar 601P,,,1992-04-18,,,,,
9616,421B,421B,,1997-09-15,CESSNA,5,,,
9617,An-2,A-2,,1995-07-25,CORBEN BABY ACE,4,,,
9618,PA-31 Navajo Panther,,,1987-03-26,,,,,
9619,PA-31 Navajo Panther,,,1987-03-31,,,,,
9620,Aerostar,,,1988-08-20,,,,,
9621,Aerostar,,,1988-08-04,,,,,
9622,Aerostar,,,1988-08-19,,,,,
9623,421B,421B,,1997-09-13,CESSNA,5,,,
9624,PA-31-310,PA-31-310,,1988-06-21,PIPER,5,,,
9625,421B,421B,,1997-09-05,CESSNA,5,,,
9626,421B,421B,,1997-09-20,CESSNA,5,,,
9627,421B,421B,,1973-06-22,CESSNA,5,,,
9628,A-26 Invader,,,1992-07-24,,,,,
9629,A-26 Invader,,,1992-07-15,,,,,
9630,A-26 Invader,,,1992-07-09,,,,,
9631,A-26 Invader,,,1992-07-23,,,,,
9632,A-26 Invader,,,1992-07-12,,,,,
9633,A-26 Invader,,,1992-07-10,,,,,
9634,A-26 Invader,,,1992-07-19,,,,,
9635,340A,340A,,1984-10-02,CESSNA,5,,,
9636,767-200ER,767-200ER,,2006-06-13,BOEING,5,,,
9637,767-300ER,767-300ER,,2006-11-04,BOEING,5,,,
9638,767-300,767-300,,2006-09-24,BOEING,5,,,
9639,777-200-IGW,,,2006-09-29,,,,,
9640,767-300,767-300,,2006-07-03,BOEING,5,,,
9641,767-300,767-300,,2006-07-09,BOEING,5,,,
9642,King Air B200,,,2006-01-22,,,,,
9643,King Air B200,,,2006-01-22,,,,,
9644,SR22,SR22,,2006-02-03,UNIVERSITY OF ARIZONA/BAE,4,,,
9645,G450,G50,,2006-02-16,TOOFON INC,6,,,
9646,G450,G50,,2006-02-16,TOOFON INC,6,,,
9647,Falcon 20,,,2006-03-01,,,,,
9648,Falcon 20,,,2006-03-01,,,,,
9649,Falcon 20,,,2006-01-26,,,,,
9650,Falcon 20,,,2006-01-26,,,,,
9651,IV,IV,,2006-02-12,AEROTEK INC,4,,,
9652,V,V,,2006-03-02,JACKSON M A/JACKSON J T,4,,,
9653,G550,G50,,2006-03-03,TOOFON INC,6,,,
9654,G550,G50,,2006-03-03,TOOFON INC,6,,,
9655,G550,G50,,2006-04-02,TOOFON INC,6,,,
9656,G550,G50,,2006-04-02,TOOFON INC,6,,,
9657,Super II-FT,,,2006-05-25,,,,,
9658,LA-4-200,LA-4-200,,2006-05-01,LAKE,4,,,
9659,G450,G50,,2006-04-30,TOOFON INC,6,,,
9660,G450,G50,,2006-04-30,TOOFON INC,6,,,
9661,A700,A700,,2006-07-07,ADAM AIRCRAFT INDUSTRIES,5,,,
9662,A700,A700,,2006-07-07,ADAM AIRCRAFT INDUSTRIES,5,,,
9663,SJ30-2,SJ30-2,,2006-07-16,EMIVEST AEROSPACE CORP,5,,,
9664,SJ30-2,SJ30-2,,2006-07-16,EMIVEST AEROSPACE CORP,5,,,
9665,SJ30-2,SJ30-2,,2006-07-16,EMIVEST AEROSPACE CORP,5,,,
9666,SJ30-2,SJ30-2,,2006-07-16,EMIVEST AEROSPACE CORP,5,,,
9667,150,150,,2006-06-24,B/G DART,4,,,
9668,G550,G50,,2006-08-29,TOOFON INC,6,,,
9669,Husky A-1A,,,2006-09-18,,,,,
9670,Husky A-1A,,,2006-09-18,,,,,
9671,Avanti II,,,2006-10-15,,,,,
9672,Avanti II,,,2006-10-15,,,,,
9673,PA-28-235 Cherokee Pathfinder,,,2006-11-20,,,,,
9674,PA-28-235 Cherokee Pathfinder,,,2006-11-20,,,,,
9675,SR22,SR22,,2006-10-27,UNIVERSITY OF ARIZONA/BAE,4,,,
9676,SR22,SR22,,2006-10-27,UNIVERSITY OF ARIZONA/BAE,4,,,
9677,SR22,SR22,,2006-10-27,UNIVERSITY OF ARIZONA/BAE,4,,,
9678,YMF Super,,,2006-09-29,,,,,
9679,YMF Super,,,2006-09-29,,,,,
9680,SR22,SR22,,2006-04-03,UNIVERSITY OF ARIZONA/BAE,4,,,
9681,SR22,SR22,,2006-04-04,UNIVERSITY OF ARIZONA/BAE,4,,,
9682,SR22,SR22,,2006-04-06,UNIVERSITY OF ARIZONA/BAE,4,,,
9683,G550,G50,,2006-12-20,TOOFON INC,6,,,
9684,G550,G50,,2006-12-20,TOOFON INC,6,,,
9685,G550,G50,,2006-12-17,TOOFON INC,6,,,
9686,G550,G50,,2006-12-17,TOOFON INC,6,,,
9687,G550,G50,,2007-01-30,TOOFON INC,6,,,
9688,G550,G50,,2007-01-30,TOOFON INC,6,,,
9689,23,23,,1965-05-21,CURTISS-WRIGHT CORP,4,,,
9690,23,23,,1965-05-21,CURTISS-WRIGHT CORP,4,,,
9691,23,23,,1965-05-21,CURTISS-WRIGHT CORP,4,,,
9692,24,24,,1966-05-26,GATES LEARJET CORP,5,,,
9693,24,24,,1966-05-24,GATES LEARJET CORP,5,,,
9694,24,24,,1966-05-24,GATES LEARJET CORP,5,,,
9695,24,24,,1966-06-25,GATES LEARJET CORP,5,,,
9696,24,24,,1966-05-26,GATES LEARJET CORP,5,,,
9697,24,24,,1966-05-25,GATES LEARJET CORP,5,,,
9698,24,24,,1966-05-25,GATES LEARJET CORP,5,,,
9699,24,24,,1966-05-24,GATES LEARJET CORP,5,,,
9700,24,24,,1966-05-26,GATES LEARJET CORP,5,,,
9701,24,24,,1966-05-25,GATES LEARJET CORP,5,,,
9702,24,24,,1966-05-24,GATES LEARJET CORP,5,,,
9703,24,24,,1966-05-24,GATES LEARJET CORP,5,,,
9704,35,35,,1986-12-26,HATFIELD,4,,,
9705,35,35,,1986-12-26,HATFIELD,4,,,
9706,35,35,,1986-12-28,HATFIELD,4,,,
9707,35,35,,1986-12-28,HATFIELD,4,,,
9708,35,35,,1986-12-28,HATFIELD,4,,,
9709,35,35,,1986-12-28,HATFIELD,4,,,
9710,35,35,,1986-12-28,HATFIELD,4,,,
9711,36,36,,1976-05-18,BEECH,4,,,
9712,36,36,,1976-05-17,BEECH,4,,,
9713,36,36,,1976-05-19,BEECH,4,,,
9714,36,36,,1976-05-19,BEECH,4,,,
9715,36,36,,1976-05-18,BEECH,4,,,
9716,36,36,,1976-05-19,BEECH,4,,,
9717,36,36,,1976-05-18,BEECH,4,,,
9718,36,36,,1976-05-19,BEECH,4,,,
9719,45,45,,2001-06-14,BEECH,4,,,
9720,45,45,,2001-06-14,BEECH,4,,,
9721,45,45,,2001-06-14,BEECH,4,,,
9722,45,45,,1999-06-06,BEECH,4,,,
9723,45,45,,1999-06-05,BEECH,4,,,
9724,45,45,,1999-06-06,BEECH,4,,,
9725,45,45,,1999-06-05,BEECH,4,,,
9726,45,45,,1998-11-23,BEECH,4,,,
9727,55,55,,1992-12-07,GATES LEARJET CORP,5,,,
9728,55,55,,1992-12-01,GATES LEARJET CORP,5,,,
9729,60,60,,1995-06-07,LITTLE WINDY,4,,,
9730,60,60,,1995-06-07,LITTLE WINDY,4,,,
9731,60,60,,1997-06-12,LITTLE WINDY,4,,,
9732,60,60,,1997-06-12,LITTLE WINDY,4,,,
9733,60,60,,2001-06-14,LITTLE WINDY,4,,,
9734,60,60,,2001-06-14,LITTLE WINDY,4,,,
9735,60,60,,1995-07-22,LITTLE WINDY,4,,,
9736,Sabreliner 65,,,1980-02-22,,,,,
9737,Sabreliner 65,,,1980-02-22,,,,,
9738,Sabreliner 65,,,1980-02-22,,,,,
9739,Sabreliner 65,,,1980-02-22,,,,,
9740,Sabreliner 65,,,1980-02-22,,,,,
9741,Sabreliner 65,,,1980-02-21,,,,,
9742,Sabreliner 65,,,1980-02-22,,,,,
9743,65,65,,1983-05-24,WOODS,6,,,
9744,65,65,,1983-05-26,WOODS,6,,,
9745,65,65,,1983-05-25,WOODS,6,,,
9746,An-124,A-12,,1990-12-04,EAGLEROCK,4,,,
9747,550 Citation II,,,1991-05-12,,,,,
9748,550 Citation II,,,1991-05-12,,,,,
9749,550 Citation II,,,1991-05-11,,,,,
9750,550 Citation II,,,1991-05-10,,,,,
9751,550 Citation II,,,1991-05-13,,,,,
9752,550 Citation II,,,1991-05-11,,,,,
9753,550 Citation II,,,1994-05-07,,,,,
9754,550 Citation II,,,1991-05-13,,,,,
9755,550 Citation II,,,1991-05-12,,,,,
9756,550 Citation II,,,1991-05-10,,,,,
9757,550 Citation II,,,1991-05-10,,,,,
9758,550 Citation II,,,1991-05-10,,,,,
9759,550 Citation II,,,1991-05-11,,,,,
9760,550 Citation II,,,1991-05-12,,,,,
9761,550 Citation II,,,1991-05-12,,,,,
9762,550 Citation II,,,1991-05-12,,,,,
9763,550 Citation II,,,1991-05-10,,,,,
9764,550 Citation II,,,1991-05-11,,,,,
9765,550 Citation II,,,1991-05-12,,,,,
9766,750,750,,1997-05-05,CHARLES A MIRANDA,4,,,
9767,1000,1000,,1992-03-30,SAUL AIRCRAFT CORPORATION,5,,,
9768,1000,1000,,1992-10-13,SAUL AIRCRAFT CORPORATION,5,,,
9769,1000,1000,,1992-02-17,SAUL AIRCRAFT CORPORATION,5,,,
9770,1000,1000,,1992-03-30,SAUL AIRCRAFT CORPORATION,5,,,
9771,1000,1000,,1992-10-16,SAUL AIRCRAFT CORPORATION,5,,,
9772,1000,1000,,1992-02-16,SAUL AIRCRAFT CORPORATION,5,,,
9773,1000,1000,,1992-10-13,SAUL AIRCRAFT CORPORATION,5,,,
9774,1125 Astra SPX,,,2001-09-01,,,,,
9775,1125 Astra SPX,,,2001-08-31,,,,,
9776,1125 Astra SPX,,,2001-09-02,,,,,
9777,1125 Astra SPX,,,2001-08-31,,,,,
9778,1125 Astra SPX,,,2001-09-03,,,,,
9779,1125 Astra SPX,,,2001-08-31,,,,,
9780,1125 Astra SPX,,,2001-09-01,,,,,
9781,1126 Galaxy,,,2002-02-17,,,,,
9782,1126 Galaxy,,,2002-02-16,,,,,
9783,1126 Galaxy,,,2002-03-31,,,,,
9784,1126 Galaxy,,,2002-03-06,,,,,
9785,1126 Galaxy,,,2002-02-24,,,,,
9786,1126 Galaxy,,,2002-02-20,,,,,
9787,1126 Galaxy,,,2002-03-31,,,,,
9788,125-800A ,HS 125-800A,,1988-02-22,HAWKER SIDDELEY,5,,,
9789,125-800A ,HS 125-800A,,1988-02-21,HAWKER SIDDELEY,5,,,
9790,125-800A ,HS 125-800A,,1988-02-21,HAWKER SIDDELEY,5,,,
9791,125-800A ,HS 125-800A,,1988-02-21,HAWKER SIDDELEY,5,,,
9792,125-800A ,HS 125-800A,,1988-02-21,HAWKER SIDDELEY,5,,,
9793,125-800A ,HS 125-800A,,1988-02-22,HAWKER SIDDELEY,5,,,
9794,125-800A ,HS 125-800A,,1988-02-20,HAWKER SIDDELEY,5,,,
9795,125-800A ,HS 125-800A,,1988-02-22,HAWKER SIDDELEY,5,,,
9796,1-A,1-A,,1996-07-03,EARL POPULAIR,4,,,
9797,24A,24A,,1971-11-04,LEARJET INC,5,,,
9798,24A,24A,,1971-11-04,LEARJET INC,5,,,
9799,24A,24A,,1971-11-04,LEARJET INC,5,,,
9800,25C   ,25C,,1970-08-30,GATES LEAR JET,5,,,
9801,25C   ,25C,,1970-08-30,GATES LEAR JET,5,,,
9802,25C   ,25C,,1970-08-30,GATES LEAR JET,5,,,
9803,31A,31A,,2001-06-14,BALLOON REPAIRS OF EAST TEXAS,2,,,
9804,31A,31A,,1997-07-31,BALLOON REPAIRS OF EAST TEXAS,2,,,
9805,31A,31A,,1994-08-25,BALLOON REPAIRS OF EAST TEXAS,2,,,
9806,35A,35A,,1996-02-12,GATES LEARJET CORP.,5,,,
9807,35A,35A,,1996-02-12,GATES LEARJET CORP.,5,,,
9808,35A,35A,,1996-02-14,GATES LEARJET CORP.,5,,,
9809,35A,35A,,1992-03-24,GATES LEARJET CORP.,5,,,
9810,35A,35A,,1996-02-14,GATES LEARJET CORP.,5,,,
9811,35A,35A,,1996-02-13,GATES LEARJET CORP.,5,,,
9812,35A,35A,,1996-02-13,GATES LEARJET CORP.,5,,,
9813,35A,35A,,1996-02-13,GATES LEARJET CORP.,5,,,
9814,35A,35A,,1996-02-13,GATES LEARJET CORP.,5,,,
9815,35A,35A,,1996-02-14,GATES LEARJET CORP.,5,,,
9816,35A,35A,,1983-02-17,GATES LEARJET CORP.,5,,,
9817,35A,35A,,1983-02-16,GATES LEARJET CORP.,5,,,
9818,35A,35A,,1984-02-13,GATES LEARJET CORP.,5,,,
9819,35A,35A,,1984-02-12,GATES LEARJET CORP.,5,,,
9820,35A,35A,,1984-02-14,GATES LEARJET CORP.,5,,,
9821,35A,35A,,1984-02-14,GATES LEARJET CORP.,5,,,
9822,35A,35A,,1997-07-31,GATES LEARJET CORP.,5,,,
9823,35A,35A,,1984-01-16,GATES LEARJET CORP.,5,,,
9824,35A,35A,,1984-02-14,GATES LEARJET CORP.,5,,,
9825,35A,35A,,1983-05-27,GATES LEARJET CORP.,5,,,
9826,35A,35A,,1983-02-26,GATES LEARJET CORP.,5,,,
9827,35A,35A,,1983-03-24,GATES LEARJET CORP.,5,,,
9828,35A,35A,,1984-02-13,GATES LEARJET CORP.,5,,,
9829,35A,35A,,1984-02-13,GATES LEARJET CORP.,5,,,
9830,35A,35A,,1984-02-14,GATES LEARJET CORP.,5,,,
9831,35A,35A,,1984-02-13,GATES LEARJET CORP.,5,,,
9832,35A,35A,,1984-02-13,GATES LEARJET CORP.,5,,,
9833,35A,35A,,1983-02-18,GATES LEARJET CORP.,5,,,
9834,35A,35A,,1983-02-17,GATES LEARJET CORP.,5,,,
9835,35A,35A,,1983-02-17,GATES LEARJET CORP.,5,,,
9836,390 Premier 1,,,2003-02-14,,,,,
9837,390 Premier 1,,,2003-07-28,,,,,
9838,390 Premier 1,,,2002-12-03,,,,,
9839,390 Premier 1,,,2002-12-03,,,,,
9840,500 Citation,,,1994-12-31,,,,,
9841,500 Citation,,,1991-02-18,,,,,
9842,501 Citation I/SP,,,1991-11-18,,,,,
9843,501 Citation I/SP,,,1991-11-18,,,,,
9844,525 Citation,,,1994-05-07,,,,,
9845,525 Citation,,,1994-05-05,,,,,
9846,525 Citation,,,1994-05-16,,,,,
9847,525 Citation,,,1994-05-19,,,,,
9848,525 Citation,,,1994-05-02,,,,,
9849,525 Citation,,,1994-05-06,,,,,
9850,55LR,,,1983-05-26,,,,,
9851,55LR,,,1983-05-26,,,,,
9852,55LR,,,1983-06-06,,,,,
9853,55LR,,,1983-06-06,,,,,
9854,55LR,,,1983-05-26,,,,,
9855,55LR,,,1983-06-06,,,,,
9856,560 Citation Excel,,,2001-12-07,,,,,
9857,737-300,737-300,,1986-03-22,BOEING,5,,,
9858,737-400,737-400,,1992-04-30,BOEING,5,,,
9859,737-400,737-400,,1992-05-01,BOEING,5,,,
9860,737-400,737-400,,1999-03-19,BOEING,5,,,
9861,737-400,737-400,,1992-05-01,BOEING,5,,,
9862,737-400,737-400,,1992-07-24,BOEING,5,,,
9863,737-400,737-400,,1992-07-21,BOEING,5,,,
9864,737-400,737-400,,1992-04-24,BOEING,5,,,
9865,747-400,747-400,,1989-08-17,BOEING,5,,,
9866,747-400,747-400,,1998-07-05,BOEING,5,,,
9867,750 Citation X,,,1995-06-15,,,,,
9868,750 Citation X,,,1995-05-11,,,,,
9869,750 Citation X,,,1995-05-11,,,,,
9870,750 Citation X,,,1995-06-06,,,,,
9871,750 Citation X,,,2000-02-16,,,,,
9872,750 Citation X,,,2000-09-17,,,,,
9873,750 Citation X,,,2000-09-17,,,,,
9874,750 Citation X,,,2003-02-05,,,,,
9875,750 Citation X,,,2003-02-05,,,,,
9876,750 Citation X,,,2003-10-08,,,,,
9877,750 Citation X,,,2003-10-08,,,,,
9878,750 Citation X,,,2000-02-16,,,,,
9879,750 Citation X,,,2001-07-28,,,,,
9880,750 Citation X,,,2001-07-30,,,,,
9881,750 Citation X,,,2003-02-05,,,,,
9882,750 Citation X,,,2000-02-16,,,,,
9883,750 Citation X,,,1999-02-13,,,,,
9884,750 Citation X,,,1999-02-12,,,,,
9885,750 Citation X,,,1999-02-13,,,,,
9886,750 Citation X,,,1995-06-15,,,,,
9887,75A,175A,,1975-05-25,CESSNA,4,,,
9888,75A,175A,,1975-05-25,CESSNA,4,,,
9889,75A,175A,,1975-05-25,CESSNA,4,,,
9890,75A,175A,,1975-05-25,CESSNA,4,,,
9891,75A,175A,,1975-05-25,CESSNA,4,,,
9892,767-200ER,767-200ER,,1998-10-01,BOEING,5,,,
9893,767-200ER,767-200ER,,1998-09-24,BOEING,5,,,
9894,767-300,767-300,,1996-05-01,BOEING,5,,,
9895,767-300ER,767-300ER,,1997-10-28,BOEING,5,,,
9896,777-200,777-200,,1996-03-01,BOEING,5,,,
9897,A330-200,A330-200,,2002-12-25,AIRBUS INDUSTRIE,5,,,
9898,A330-200,A330-200,,1998-03-21,AIRBUS INDUSTRIE,5,,,
9899,A340-211,A340-211,,1993-06-18,AIRBUS,5,,,
9900,A340-211,A340-211,,1993-06-18,AIRBUS,5,,,
9901,A340-313,A340-313,,1996-06-21,AIRBUS INDUSTRIE,5,,,
9902,Astra,,,1987-06-29,,,,,
9903,Astra,,,1987-07-09,,,,,
9904,1125 Astra,,,1987-04-09,,,,,
9905,1125 Astra,,,1987-05-12,,,,,
9906,1125 Astra,,,1987-09-19,,,,,
9907,1125 Astra,,,1989-08-09,,,,,
9908,1125 Astra,,,1989-08-27,,,,,
9909,1125 Astra,,,1989-08-02,,,,,
9910,1125 Astra,,,1989-08-28,,,,,
9911,1125 Astra,,,1989-08-16,,,,,
9912,1125 Astra,,,1989-08-02,,,,,
9913,1125 Astra,,,1989-08-27,,,,,
9914,1125 Astra,,,1989-08-19,,,,,
9915,1125 Astra,,,1989-08-01,,,,,
9916,1125 Astra,,,1989-07-31,,,,,
9917,1125 Astra,,,1988-05-26,,,,,
9918,1125 Astra,,,1988-06-04,,,,,
9919,1125 Astra,,,1988-06-04,,,,,
9920,1125 Astra,,,1988-09-04,,,,,
9921,1125 Astra,,,1988-06-04,,,,,
9922,Astra AJ25,,,1995-04-20,,,,,
9923,Astra AJ25,,,1995-04-17,,,,,
9924,B-1B,BJ-1B,,1994-04-07,MAUPIN-BARNHART,1,,,
9925,B-1B,BJ-1B,,1994-04-07,MAUPIN-BARNHART,1,,,
9926,B-1B,BJ-1B,,1994-04-08,MAUPIN-BARNHART,1,,,
9927,B-1B,BJ-1B,,1994-04-07,MAUPIN-BARNHART,1,,,
9928,BD-700 Global Express,,,1999-05-07,,,,,
9929,BD-700 Global Express,,,1999-05-02,,,,,
9930,BD-700 Global Express,,,1997-09-22,,,,,
9931,BD-700 Global Express,,,2001-06-14,,,,,
9932,BD-700 Global Express,,,1999-05-13,,,,,
9933,BD-700 Global Express,,,2000-05-06,,,,,
9934,BD-700 Global Express,,,1999-09-19,,,,,
9935,BD-700 Global Express,,,2002-04-26,,,,,
9936,BD-700 Global Express,,,2000-05-08,,,,,
9937,BD-700 Global Express,,,1997-06-12,,,,,
9938,BD-700 Global Express,,,2000-03-26,,,,,
9939,BD-700 Global Express,,,1999-05-09,,,,,
9940,BD-700 Global Express,,,2002-04-22,,,,,
9941,BD-700 Global Express,,,1999-05-05,,,,,
9942,BD-700 Global Express,,,1999-05-03,,,,,
9943,BD-700 Global Express,,,1999-05-14,,,,,
9944,BD-700 Global Express,,,2000-06-15,,,,,
9945,BD-700 Global Express,,,2002-09-29,,,,,
9946,BD-700 Global Express,,,2000-06-16,,,,,
9947,Canadair Challenger 604,,,2001-06-14,,,,,
9948,Canadair Challenger 604,,,1995-06-09,,,,,
9949,Challenger 300,,,2003-06-12,,,,,
9950,Challenger 300,,,2003-06-10,,,,,
9951,650 Citation III,,,1987-07-24,,,,,
9952,Citation II/SP,,,1987-12-21,,,,,
9953,Citation II/SP,,,1989-01-14,,,,,
9954,Citation II/SP,,,1989-01-22,,,,,
9955,Citation V,,,1996-04-21,,,,,
9956,Citation V,,,1996-04-21,,,,,
9957,Citation V,,,1996-04-21,,,,,
9958,Citation V,,,1996-04-21,,,,,
9959,Citation V,,,1996-04-21,,,,,
9960,Citation V,,,1996-04-21,,,,,
9961,Citation X,,,1997-09-13,,,,,
9962,Concorde,,,2000-03-02,,,,,
9963,Concorde,,,2000-03-02,,,,,
9964,Concorde,,,2003-10-08,,,,,
9965,Concorde,,,1996-02-07,,,,,
9966,Concorde,,,1999-10-30,,,,,
9967,Concorde,,,1999-11-11,,,,,
9968,Concorde,,,1999-11-02,,,,,
9969,Concorde,,,1993-01-02,,,,,
9970,Concorde,,,1993-09-27,,,,,
9971,Concorde,,,1999-01-14,,,,,
9972,Concorde,,,1999-01-08,,,,,
9973,Concorde,,,1999-01-20,,,,,
9974,Concorde,,,1999-01-11,,,,,
9975,Concorde,,,1999-10-27,,,,,
9976,Concorde,,,1999-10-27,,,,,
9977,Concorde,,,1999-11-14,,,,,
9978,Concorde,,,1992-12-31,,,,,
9979,Concorde,,,2000-02-11,,,,,
9980,Concorde,,,1999-11-04,,,,,
9981,Concorde,,,1999-10-27,,,,,
9982,Concorde,,,1999-11-09,,,,,
9983,Concorde,,,1999-10-23,,,,,
9984,Concorde,,,1999-01-08,,,,,
9985,Concorde,,,1999-01-08,,,,,
9986,Concorde,,,1999-01-11,,,,,
9987,Concorde,,,1999-01-27,,,,,
9988,Concorde,,,1999-01-19,,,,,
9989,Concorde,,,1993-09-27,,,,,
9990,Concorde,,,1993-01-01,,,,,
9991,Concorde,,,1999-10-30,,,,,
9992,Concorde,,,1999-10-30,,,,,
9993,Concorde,,,1999-01-17,,,,,
9994,Concorde,,,1999-10-24,,,,,
9995,Concorde,,,1999-11-14,,,,,
9996,Concorde,,,1999-11-14,,,,,
9997,DC-9-31,DC-9-31,,1988-01-05,DOUGLAS,5,,,
9998,DC-9-31,DC-9-31,,1988-01-05,DOUGLAS,5,,,
9999,F4J Phantom,,,1987-07-01,,,,,
10000,F4J Phantom,,,1987-07-01,,,,,
10001,Falcon 10,,,1991-04-22,,,,,
10002,Falcon 20,,,1966-09-25,,,,,
10003,Falcon 20,,,1966-09-27,,,,,
10004,Falcon 20,,,1966-09-25,,,,,
10005,Falcon 20,,,1966-09-25,,,,,
10006,Falcon 20,,,1966-09-16,,,,,
10007,Falcon 20,,,1991-04-12,,,,,
10008,Falcon 20,,,1991-04-28,,,,,
10009,Falcon 200,,,2003-02-09,,,,,
10010,Falcon 2000,,,2002-11-14,,,,,
10011,Falcon 2000,,,2002-11-14,,,,,
10012,Falcon 2000,,,2002-11-13,,,,,
10013,Falcon 2000,,,2002-11-11,,,,,
10014,Falcon 2000,,,2002-11-08,,,,,
10015,Falcon 2000,,,2002-11-08,,,,,
10016,Falcon 2000,,,2002-11-08,,,,,
10017,Falcon 2000,,,2003-08-05,,,,,
10018,Falcon 2000,,,1994-11-01,,,,,
10019,Falcon 2000,,,1994-11-01,,,,,
10020,Falcon 2000,,,2000-10-18,,,,,
10021,Falcon 50,,,1979-03-31,,,,,
10022,Falcon 50,,,1979-03-31,,,,,
10023,Falcon 50,,,1977-10-09,,,,,
10024,Falcon 50,,,1980-04-24,,,,,
10025,Falcon 50,,,2000-06-04,,,,,
10026,Falcon 50,,,2000-05-31,,,,,
10027,Falcon 50,,,2000-11-02,,,,,
10028,Falcon 50,,,2000-11-05,,,,,
10029,Falcon 50,,,2000-11-18,,,,,
10030,Falcon 50,,,2000-11-05,,,,,
10031,Falcon 50,,,2000-11-11,,,,,
10032,Falcon 50,,,2000-11-11,,,,,
10033,Falcon 50,,,2000-11-11,,,,,
10034,Falcon 50,,,2000-11-11,,,,,
10035,Falcon 50,,,1994-03-31,,,,,
10036,Falcon 50,,,2000-11-17,,,,,
10037,Falcon 50,,,2000-05-05,,,,,
10038,Falcon 50,,,2000-03-17,,,,,
10039,Falcon 900,,,1987-04-02,,,,,
10040,Falcon 900,,,1986-09-05,,,,,
10041,Falcon 900,,,1986-10-31,,,,,
10042,Falcon 900,,,1986-11-12,,,,,
10043,Falcon 900 ,,,1987-09-25,,,,,
10044,Falcon 900B,,,1991-07-16,,,,,
10045,Falcon 900B,,,1992-06-20,,,,,
10046,Falcon 900EX,,,1996-11-22,,,,,
10047,Falcon 900EX,,,1997-02-01,,,,,
10048,Falcon 900EX,,,1996-11-16,,,,,
10049,Falcon 900EX,,,1996-02-04,,,,,
10050,Falcon 900EX,,,2000-08-01,,,,,
10051,Falcon 900EX,,,1998-01-04,,,,,
10052,Falcon 900EX,,,1998-07-12,,,,,
10053,Falcon 900EX,,,1998-06-03,,,,,
10054,Falcon 900EX,,,1996-02-03,,,,,
10055,Falcon 900EX,,,1996-11-03,,,,,
10056,F4K Phantom,,,1988-02-24,,,,,
10057,G550,G50,,2003-11-10,TOOFON INC,6,,,
10058,G550,G50,,2003-10-03,TOOFON INC,6,,,
10059,G550,G50,,2003-12-06,TOOFON INC,6,,,
10060,G550,G50,,2003-09-29,TOOFON INC,6,,,
10061,G550,G50,,2003-10-03,TOOFON INC,6,,,
10062,G550,G50,,2003-10-01,TOOFON INC,6,,,
10063,G550,G50,,2003-12-14,TOOFON INC,6,,,
10064,G550,G50,,2003-12-11,TOOFON INC,6,,,
10065,II,II,,1981-02-16,AEROCAR,4,,,
10066,II-SP,,,1995-06-09,,,,,
10067,II-SP,,,1995-06-09,,,,,
10068,II-SP,,,1997-09-22,,,,,
10069,II-SP,,,2003-12-15,,,,,
10070,II-SP,,,1995-06-08,,,,,
10071,II-SP,,,2003-12-15,,,,,
10072,II-SP,,,2003-12-15,,,,,
10073,III,III,,1980-05-03,AEROCAR,4,,,
10074,III,III,,1980-05-03,AEROCAR,4,,,
10075,III,III,,1980-05-03,AEROCAR,4,,,
10076,III,III,,1981-10-26,AEROCAR,4,,,
10077,III,III,,1982-01-08,AEROCAR,4,,,
10078,III,III,,1980-04-26,AEROCAR,4,,,
10079,III,III,,1984-02-14,AEROCAR,4,,,
10080,III,III,,1984-02-15,AEROCAR,4,,,
10081,III,III,,1984-02-15,AEROCAR,4,,,
10082,III,III,,1984-02-15,AEROCAR,4,,,
10083,III,III,,1984-07-17,AEROCAR,4,,,
10084,III,III,,1983-11-16,AEROCAR,4,,,
10085,III,III,,1983-11-18,AEROCAR,4,,,
10086,III,III,,1983-11-16,AEROCAR,4,,,
10087,III,III,,1983-11-15,AEROCAR,4,,,
10088,III,III,,1984-02-15,AEROCAR,4,,,
10089,III,III,,1981-02-16,AEROCAR,4,,,
10090,III,III,,1984-02-14,AEROCAR,4,,,
10091,III,III,,1984-02-14,AEROCAR,4,,,
10092,III,III,,1984-02-14,AEROCAR,4,,,
10093,III,III,,1984-02-14,AEROCAR,4,,,
10094,III,III,,1983-11-16,AEROCAR,4,,,
10095,III,III,,1983-11-16,AEROCAR,4,,,
10096,III,III,,1983-11-15,AEROCAR,4,,,
10097,III,III,,1983-11-15,AEROCAR,4,,,
10098,III,III,,1983-11-15,AEROCAR,4,,,
10099,III,III,,1983-11-16,AEROCAR,4,,,
10100,III,III,,1983-11-16,AEROCAR,4,,,
10101,III,III,,1984-02-14,AEROCAR,4,,,
10102,III,III,,1984-02-14,AEROCAR,4,,,
10103,III,III,,1984-02-14,AEROCAR,4,,,
10104,III,III,,1984-02-15,AEROCAR,4,,,
10105,III,III,,1984-07-02,AEROCAR,4,,,
10106,III,III,,1983-11-18,AEROCAR,4,,,
10107,III,III,,1984-02-14,AEROCAR,4,,,
10108,III,III,,1984-02-14,AEROCAR,4,,,
10109,III,III,,1984-02-15,AEROCAR,4,,,
10110,III,III,,1983-11-15,AEROCAR,4,,,
10111,III,III,,1983-11-16,AEROCAR,4,,,
10112,III,III,,1983-11-18,AEROCAR,4,,,
